"","cluster","old.nd","new.nd","change.nd","old.seq","new.seq","change.seq","threshold","time","length"
"402","cluster.B.1.2.sub.9.msa.fasta",0.000897390875063909,0.00364298724954463,3.05953230724035,232,2,0.991379310344828,0.00316263844247464,0.22763204574585,3846
"403","cluster.B.1.201.msa.fasta",0.000529720084755213,0.000676378772112383,0.276860726217208,8,6,0.25,0.000703716060288061,0.00274109840393066,3846
"404","cluster.B.1.206.msa.fasta",0.000564089212878591,0.00104004160166407,0.843753750150006,9,3,0.666666666666667,0.000938004350231626,0.0023956298828125,3846
"405","cluster.B.1.210.msa.fasta",0.000910273081924577,0.00130005200208008,0.428199985142263,4,2,0.5,0.00130229939917193,0.00200843811035156,3846
"406","cluster.B.1.214.msa.fasta",0.00118861897333036,0.00260010400416017,1.1875,7,2,0.714285714285714,0.00234590367404873,0.00193166732788086,3855
"407","cluster.B.1.221.1.msa.fasta",0.000520020800832033,0.000520020800832033,0,3,3,0,0.000468524246541959,0.0018470287322998,3846
"408","cluster.B.1.221.msa.fasta",0.00062081921516282,0.00104004160166407,0.675272891466961,24,6,0.75,0.00105083285482198,0.00440001487731934,3846
"409","cluster.B.1.222.msa.fasta",0.000506851886615356,0.000578186596583443,0.140740740740741,8,5,0.375,0.000788924544896553,0.00299477577209473,3846
"410","cluster.B.1.223.msa.fasta",0.000521376433785193,0.00078003120124805,0.49609984399376,3,2,0.333333333333333,0.000704289843093427,0.00203871726989746,3846
"411","cluster.B.1.229.msa.fasta",0,0,NA,5,5,0,0,0.00258946418762207,3846
"412","cluster.B.1.23.msa.fasta",0,0,NA,6,6,0,0,0.00273680686950684,3846
"413","cluster.B.1.232.msa.fasta",0.000675543761318479,0.0016033974692321,1.37349163894683,115,4,0.965217391304348,0.00187567210844472,0.0462050437927246,3846
"414","cluster.B.1.234.msa.fasta",0.000834040680515163,0.00260010400416017,2.11747863731797,327,2,0.99388379204893,0.00231899192064576,0.486045837402344,3849
"415","cluster.B.1.236.msa.fasta",0.000520156046814044,0.000520156046814044,0,3,3,0,0.000702640426759406,0.00193881988525391,3846
"416","cluster.B.1.237.msa.fasta",0.00077045632891827,0.00130005200208008,0.687379223564004,11,2,0.818181818181818,0.00131033571698182,0.00259709358215332,3846
"417","cluster.B.1.239.msa.fasta",0.000931606294674809,0.00109933593978593,0.18004348625582,48,34,0.291666666666667,0.00118132117187659,0.0149822235107422,3846
"418","cluster.B.1.240.msa.fasta",0.000623631223534931,0.00364014560582423,4.83701628213992,403,2,0.995037220843672,0.00229443613543311,0.763116598129272,3849
"419","cluster.B.1.241.msa.fasta",0.000849838035563908,0.00140734949179046,0.656020833259856,144,5,0.965277777777778,0.0021667028135208,0.0831332206726074,3846
"420","cluster.B.1.243.msa.fasta",0.000839823664619972,0.0031201248049922,2.71521420083356,938,2,0.997867803837953,0.00322816725834021,4.24467468261719,3849
"421","cluster.B.1.245.msa.fasta",0.00104004160166407,0.00130005200208008,0.25,4,2,0.5,0.00130178389779619,0.00209259986877441,3846
"422","cluster.B.1.247.msa.fasta",0.00138672213555209,0.00182007280291212,0.3125,4,2,0.5,0.00164047671511941,0.00185012817382812,3846
"423","cluster.B.1.256.msa.fasta",0.00034922297887201,0.00034922297887201,0,3,3,0,0.000471715491932985,0.00197720527648926,3846
"424","cluster.B.1.258.12.msa.fasta",0.000367107195301028,0.000367107195301028,0,3,3,0,0.000495855041770547,0.00193119049072266,3841
"425","cluster.B.1.258.3.msa.fasta",0.00104004160166407,0.00182007280291212,0.75,4,2,0.5,0.00164114874548754,0.00178742408752441,3846
"426","cluster.B.1.258.4.msa.fasta",0.0002065546681355,0.000520833333333333,1.52152777777778,8,3,0.625,0.000496299745768302,0.00220561027526855,3846
"427","cluster.B.1.258.7.msa.fasta",0.000333087483048226,0.00078125,1.34547991071429,11,2,0.818181818181818,0.000785640019349159,0.00289797782897949,3840
"428","cluster.B.1.258.msa.fasta",0.000858293469401052,0.0023407022106632,1.72715836029444,83,2,0.975903614457831,0.00252845402600288,0.0219676494598389,3846
"429","cluster.B.1.265.msa.fasta",0.000839195047484102,0.0015600624024961,0.85899858104877,36,3,0.916666666666667,0.00143666772400912,0.00668525695800781,3846
"430","cluster.B.1.267.msa.fasta",0.000173430454387791,0.000173430454387791,0,3,3,0,0.000234257438536372,0.00278735160827637,3846
"431","cluster.B.1.280.msa.fasta",0.000551260318904095,0.00130005200208008,1.35832683307332,19,2,0.894736842105263,0.00131154479514145,0.00424027442932129,3846
"432","cluster.B.1.281.msa.fasta",0.000586090127637406,0.000781046602447279,0.332639069686714,8,5,0.375,0.000938644981035437,0.00329399108886719,3846
"433","cluster.B.1.287.msa.fasta",0.000346680533888022,0.000520020800832033,0.5,3,2,0.333333333333333,0.000468205702608852,0.00195002555847168,3846
"434","cluster.B.1.289.msa.fasta",0.000501579045142114,0.000693361067776044,0.382356528829055,8,3,0.625,0.000780899992960472,0.00309491157531738,3846
"435","cluster.B.1.293.msa.fasta",0.000416124837451235,0.000693361067776044,0.666233315999307,5,3,0.4,0.000702640424200916,0.00208568572998047,3846
"436","cluster.B.1.294.msa.fasta",0.000871459694989107,0.00104575163398693,0.2,3,2,0.333333333333333,0.000942461776353409,0.00181031227111816,3846
"437","cluster.B.1.298.msa.fasta",0.000547071065679133,0.00117004680187207,1.13874736807654,17,4,0.764705882352941,0.000937505706094397,0.00327682495117188,3846
"438","cluster.B.1.3.msa.fasta",0.000605601356060122,0.00104004160166407,0.717370001332717,30,2,0.933333333333333,0.00106060685376185,0.00673460960388184,3846
"439","cluster.B.1.305.msa.fasta",0.000371990784773741,0.00104004160166407,1.79588001701886,28,2,0.928571428571429,0.000959692905319393,0.00455856323242188,3846
"440","cluster.B.1.306.msa.fasta",0.00066423547798906,0.00109204368174727,0.64406105655991,16,6,0.625,0.00117449422542205,0.00417661666870117,3846
"441","cluster.B.1.308.msa.fasta",0.000209863588667366,0.000520833333333333,1.48177083333333,10,4,0.6,0.000472707138580076,0.00264477729797363,3846
"442","cluster.B.1.311.msa.fasta",0.000789207870477362,0.00234009360374415,1.9651169118837,253,2,0.992094861660079,0.00253608145145549,0.280622720718384,3846
"443","cluster.B.1.313.msa.fasta",0.000217296827466319,0.000520020800832033,1.39313572542902,12,5,0.583333333333333,0.000469869491753744,0.0028693675994873,3846
"444","cluster.B.1.314.msa.fasta",0.000445848040126324,0.000520020800832033,0.166363321199515,7,6,0.142857142857143,0.00046864604569255,0.00275683403015137,3846
"445","cluster.B.1.315.msa.fasta",0.000272537473902662,0.00078003120124805,1.86210622736836,21,2,0.904761904761905,0.000788336499449721,0.00444245338439941,3846
"446","cluster.B.1.319.msa.fasta",0.000796554900057252,0.00121338186860808,0.523287181487259,7,3,0.571428571428571,0.00130815053433413,0.00243902206420898,3846
"447","cluster.B.1.320.msa.fasta",0.00094080051538713,0.00312744331508991,2.32423639649368,69,2,0.971014492753623,0.00305798086802563,0.016002893447876,3846
"448","cluster.B.1.323.msa.fasta",0.000595548276632175,0.00104004160166407,0.746359854394176,7,3,0.571428571428571,0.000938859290331536,0.00262880325317383,3846
"449","cluster.B.1.324.msa.fasta",0.000785525555548342,0.00140405616224649,0.787409909619526,42,5,0.880952380952381,0.00160093986993702,0.00908470153808594,3846
"450","cluster.B.1.330.msa.fasta",0.00043358002541676,0.00104004160166407,1.3987304319759,15,2,0.866666666666667,0.000942853304280307,0.00261712074279785,3846
"451","cluster.B.1.332.msa.fasta",0.000433914779137377,0.000520291363163372,0.199063475546306,6,5,0.166666666666667,0.000469134640666624,0.00260138511657715,3846
"452","cluster.B.1.336.msa.fasta",0.000855588273674774,0.00131738602877448,0.539742969029106,22,6,0.727272727272727,0.0014175846698572,0.00601983070373535,3846
"453","cluster.B.1.337.msa.fasta",0.00047746371275783,0.00104004160166407,1.17826313052522,11,3,0.727272727272727,0.000946139718158013,0.00276827812194824,3846
"454","cluster.B.1.338.msa.fasta",0.000262329485834208,0.000262329485834208,0,5,4,0.2,0.000472442416760087,0.00240826606750488,3846
"455","cluster.B.1.340.msa.fasta",0.00112274578243165,0.00156780768225764,0.396404873471963,10,3,0.7,0.00212627438487204,0.00276875495910645,3849
"456","cluster.B.1.346.msa.fasta",0.000562753158297572,0.000939414961267199,0.669319749548976,32,9,0.71875,0.000961872905461196,0.00631880760192871,3846
"457","cluster.B.1.348.msa.fasta",0,0,NA,3,3,0,0,0.00231194496154785,3846
"458","cluster.B.1.349.msa.fasta",0.000873814649892069,0.00199548846087107,1.28365187184439,62,4,0.935483870967742,0.00193370117922582,0.0139663219451904,3846
"459","cluster.B.1.350.msa.fasta",0.00046814044213264,0.00078003120124805,0.666233315999307,5,2,0.6,0.00078097353937927,0.00207829475402832,3846
"460","cluster.B.1.351.2.msa.fasta",0.000466853408029879,0.00130753138075314,1.80073221757322,18,2,0.888888888888889,0.00132527194141236,0.00340414047241211,3843
"461","cluster.B.1.351.3.msa.fasta",0.000514818862963139,0.00104248110502997,1.02494737475191,12,2,0.833333333333333,0.000942305116349271,0.00321364402770996,3846
"462","cluster.B.1.351.msa.fasta",0.000713637055771429,0.00235972732039853,2.30662106362695,209,2,0.990430622009569,0.00249576324652159,0.180907487869263,3855
"463","cluster.B.1.355.msa.fasta",0.000346951166623298,0.000520291363163372,0.499609781477628,3,2,0.333333333333333,0.000468890455185262,0.0019690990447998,3846
"464","cluster.B.1.356.msa.fasta",0.000209424083769634,0.000520156046814044,1.48374512353706,5,2,0.6,0.000471438774863088,0.00226616859436035,3846
"465","cluster.B.1.36.1.msa.fasta",0.000980767551372739,0.0015600624024961,0.590654585087513,13,2,0.846153846153846,0.00157411218624908,0.00294756889343262,3846
"466","cluster.B.1.36.10.msa.fasta",0.000502948317724592,0.000693361067776044,0.378593074757473,6,3,0.5,0.000780915358321755,0.00228357315063477,3846
"467","cluster.B.1.36.16.msa.fasta",0.000683455909664958,0.00121338186860808,0.775362318840579,15,3,0.8,0.00117132408649471,0.00294137001037598,3846
"468","cluster.B.1.36.17.msa.fasta",0.000639078194706736,0.000988039521580863,0.546038543897216,20,5,0.75,0.00093696381220077,0.00379252433776855,3846
"469","cluster.B.1.36.24.msa.fasta",0.000346680533888022,0.000520020800832033,0.5,3,2,0.333333333333333,0.000468205712422049,0.0016939640045166,3846
"470","cluster.B.1.36.27.msa.fasta",0.000736780922285986,0.00182007280291212,1.47030392326804,47,2,0.957446808510638,0.00182550981519193,0.0105924606323242,3846
"471","cluster.B.1.36.28.msa.fasta",0.000390015600624025,0.000520020800832033,0.333333333333333,4,3,0.25,0.000468523809179216,0.00203871726989746,3846
"472","cluster.B.1.36.31.msa.fasta",0.000911465030029773,0.00208008320332813,1.28213166144201,14,2,0.857142857142857,0.0020856082585123,0.00286173820495605,3846
"473","cluster.B.1.36.7.msa.fasta",0.00078064012490242,0.00130106687483737,0.666666666666667,4,2,0.5,0.00130235803487859,0.00206995010375977,3846
"474","cluster.B.1.36.8.msa.fasta",0.000925391323703115,0.00260824204486176,1.81852874352055,78,2,0.974358974358974,0.00264281677533409,0.0206687450408936,3846
"475","cluster.B.1.36.9.msa.fasta",0.000346951166623298,0.000520426749934947,0.5,3,2,0.333333333333333,0.000468645298020689,0.00233292579650879,3843
"476","cluster.B.1.36.msa.fasta",0.000888021804012382,0.00260824204486176,1.93713739130824,100,2,0.98,0.00235967539506815,0.0327756404876709,3846
"477","cluster.B.1.361.msa.fasta",0.000686546847424361,0.00130005200208008,0.89361003834966,33,4,0.878787878787879,0.00156963792354539,0.00876092910766602,3846
"478","cluster.B.1.362.msa.fasta",0.000832033281331253,0.00121338186860808,0.458333333333333,5,3,0.4,0.00156222387347601,0.00221848487854004,3846
"479","cluster.B.1.363.msa.fasta",0.000549306827099137,0.00104004160166407,0.893370972934156,16,2,0.875,0.00104847120805048,0.00338363647460938,3846
"480","cluster.B.1.366.msa.fasta",0.000607322575047718,0.00104004160166407,0.712502785825719,9,2,0.777777777777778,0.0010425334317805,0.00310897827148438,3846
"481","cluster.B.1.367.msa.fasta",0.000502178197933537,0.00104004160166407,1.0710608424337,21,5,0.761904761904762,0.000951197418243657,0.00389623641967773,3846
"482","cluster.B.1.369.msa.fasta",0.00077519866722313,0.00286011440457618,2.68952440904151,366,2,0.994535519125683,0.00257368450059546,0.629518270492554,3846
"483","cluster.B.1.371.msa.fasta",0.000523560209424084,0.0015600624024961,1.97971918876755,15,2,0.866666666666667,0.00141632979388718,0.00267481803894043,3846
"484","cluster.B.1.375.msa.fasta",0.000575827016863506,0.00173611111111111,2.01498724489796,62,3,0.951612903225806,0.00141429596111472,0.0134358406066895,3846
"485","cluster.B.1.377.msa.fasta",0.000392362019356526,0.000520156046814044,0.325704377980061,4,3,0.25,0.00047134614925278,0.00203537940979004,3846
"486","cluster.B.1.381.msa.fasta",0.000771450515127101,0.00112759129152572,0.461650837500498,18,4,0.777777777777778,0.00141679656903415,0.00345540046691895,3846
"487","cluster.B.1.385.msa.fasta",0.000780437044745057,0.00104004160166407,0.332639972265557,4,3,0.25,0.000938550465656764,0.00202775001525879,3846
"488","cluster.B.1.389.msa.fasta",0.000572022880915237,0.000606690934304039,0.0606060606060606,10,6,0.4,0.000780696834923714,0.00381994247436523,3846
"489","cluster.B.1.390.msa.fasta",0.000710695094470446,0.00104004160166407,0.463414634146341,6,2,0.666666666666667,0.00104096607154862,0.00246214866638184,3846
"490","cluster.B.1.391.msa.fasta",0.000539211049096585,0.00104004160166407,0.928821012489622,11,3,0.727272727272727,0.00104273001278526,0.00327682495117188,3846
"491","cluster.B.1.396.msa.fasta",0.000819866383012533,0.00260010400416017,2.17137530948189,69,2,0.971014492753623,0.00241656461460685,0.0164580345153809,3846
"492","cluster.B.1.397.msa.fasta",0.00063204769087122,0.000996965756393585,0.577358434803168,14,4,0.714285714285714,0.00117816508311924,0.00326323509216309,3846
"493","cluster.B.1.398.msa.fasta",0.000983284169124877,0.00121401318071453,0.234651404786681,10,3,0.7,0.00164197438464961,0.00270485877990723,3846
"494","cluster.B.1.399.msa.fasta",0.00128417981032878,0.0031201248049922,1.42966349408139,36,2,0.944444444444444,0.00318104380921191,0.00700283050537109,3846
"495","cluster.B.1.400.1.msa.fasta",0.000260620276257493,0.00078003120124805,1.99297971918877,6,2,0.666666666666667,0.000704317862674373,0.00218319892883301,3846
"496","cluster.B.1.400.msa.fasta",0.000829093463969317,0.00190723883831816,1.30039063290546,162,3,0.981481481481482,0.00223118085672459,0.105071067810059,3846
"497","cluster.B.1.401.msa.fasta",0.000664609541894137,0.00104004160166407,0.564891167075255,11,2,0.818181818181818,0.00104531958079806,0.00279021263122559,3846
"498","cluster.B.1.402.msa.fasta",0.000640474142051429,0.00130412102243088,1.03618059935066,11,2,0.818181818181818,0.00118463698419071,0.0024261474609375,3846
"499","cluster.B.1.404.msa.fasta",0.000723190351973904,0.00182054616384915,1.51738170853647,51,2,0.96078431372549,0.00183996741793058,0.0106401443481445,3846
"500","cluster.B.1.405.msa.fasta",0.000369029877226599,0.000501579045142114,0.359182754826448,11,8,0.272727272727273,0.000468890293438968,0.00340557098388672,3846
"501","cluster.B.1.409.msa.fasta",0.000693968989126057,0.0015600624024961,1.24802898535963,65,4,0.938461538461538,0.00141632893498536,0.0151562690734863,3846
"502","cluster.B.1.413.msa.fasta",0.000498759336151324,0.000650026001040042,0.303285881435257,7,4,0.428571428571429,0.000786030407686738,0.00259304046630859,3846
"503","cluster.B.1.416.msa.fasta",0.000553043608235866,0.00104031209362809,0.881067022809546,15,3,0.8,0.00104772355139111,0.00315093994140625,3846
"504","cluster.B.1.421.msa.fasta",0.000393081761006289,0.000577951163126716,0.470307758994365,12,9,0.25,0.000472211650544421,0.0035548210144043,3846
"505","cluster.B.1.423.msa.fasta",0.000346860908775581,0.000346860908775581,0,3,3,0,0.000468493796815117,0.00194644927978516,3846
"506","cluster.B.1.425.msa.fasta",0.00104629871828407,0.0015600624024961,0.491029641185647,3,2,0.333333333333333,0.00141446319455875,0.00180912017822266,3846
"507","cluster.B.1.426.msa.fasta",0.000601138867537179,0.00114404576183047,0.903130580322551,58,6,0.896551724137931,0.00131777860986582,0.0164942741394043,3846
"508","cluster.B.1.427.msa.fasta",0.000648597377861583,0.00260010400416017,3.00881053934056,1113,3,0.997304582210243,0.00285699171088926,5.61850500106812,3852
"509","cluster.B.1.428.2.msa.fasta",0.000346860908775581,0.000520156046814044,0.499609882964889,3,2,0.333333333333333,0.000468493804849389,0.00199985504150391,3846
"510","cluster.B.1.429.msa.fasta",0.000500828400517149,0.00390015600624025,6.78740982382988,2181,2,0.999082989454379,0.00405585400350601,21.0548877716064,3864
"511","cluster.B.1.433.msa.fasta",0.000925646581278626,0.0015600624024961,0.685375859478824,20,2,0.9,0.00156595142009906,0.00379490852355957,3846
"512","cluster.B.1.436.msa.fasta",0.000724503065205276,0.00130005200208008,0.794405109537715,8,2,0.75,0.00130174387707233,0.00231337547302246,3846
"513","cluster.B.1.437.msa.fasta",0.000650195058517555,0.00104004160166407,0.599583983359334,4,2,0.5,0.0010412370769767,0.00196433067321777,3846
"514","cluster.B.1.438.1.msa.fasta",0.000641525791070655,0.00104004160166407,0.621199983134461,6,2,0.666666666666667,0.00104171952238823,0.00217485427856445,3846
"515","cluster.B.1.438.4.msa.fasta",0.000650026001040042,0.000650026001040042,0,4,4,0,0.000703166611316296,0.0021824836730957,3846
"516","cluster.B.1.438.msa.fasta",0.000693361067776044,0.00104004160166407,0.5,3,2,0.333333333333333,0.000936963638459289,0.00180888175964355,3846
"517","cluster.B.1.439.msa.fasta",0.000676202860858257,0.00078003120124805,0.153546141845674,6,4,0.333333333333333,0.000937325429020805,0.00231719017028809,3846
"518","cluster.B.1.44.msa.fasta",0.000523560209424084,0.00078003120124805,0.489859594383775,3,2,0.333333333333333,0.000707241804326466,0.00201678276062012,3846
"519","cluster.B.1.441.msa.fasta",0.00121338186860808,0.0015600624024961,0.285714285714286,3,2,0.333333333333333,0.00140735672380635,0.00179338455200195,3846
"520","cluster.B.1.443.msa.fasta",0.00045525494276795,0.000624187256176853,0.37107189299647,8,5,0.375,0.000781624906034479,0.00294399261474609,3846
"521","cluster.B.1.448.msa.fasta",0.000553787439033341,0.000832033281331253,0.502441591639569,13,5,0.615384615384615,0.00130267096971302,0.00346159934997559,3846
"522","cluster.B.1.451.msa.fasta",0.000953371468192061,0.0015600624024961,0.636363636363636,4,2,0.5,0.00140673570035808,0.00187158584594727,3846
"523","cluster.B.1.452.msa.fasta",0.000884265279583875,0.00156046814044213,0.764705882352941,5,2,0.6,0.00140710242848273,0.00293493270874023,3846
"524","cluster.B.1.453.msa.fasta",0.000266169816342827,0.00104004160166407,2.9074362974519,14,2,0.857142857142857,0.000959120215547609,0.00271081924438477,3846
"525","cluster.B.1.465.msa.fasta",0.000390828556539865,0.00078003120124805,0.995839833593344,4,2,0.5,0.000704633583101068,0.00195217132568359,3846
"526","cluster.B.1.466.1.msa.fasta",0.000348948791764808,0.000520156046814044,0.490637191157347,3,2,0.333333333333333,0.00047127026399687,0.00226306915283203,3846
"527","cluster.B.1.466.2.msa.fasta",0.000566451229477751,0.00078003120124805,0.377049180327869,8,2,0.75,0.000780744254654265,0.00290107727050781,3846
"528","cluster.B.1.466.msa.fasta",0.000659378795766094,0.00104004160166407,0.577305197471057,6,2,0.666666666666667,0.00104195559857879,0.00287342071533203,3846
"529","cluster.B.1.468.msa.fasta",0.000433688958279122,0.00078003120124805,0.798595943837753,6,2,0.666666666666667,0.000781828908368905,0.00445318222045898,3846
"530","cluster.B.1.471.msa.fasta",0.000520020800832033,0.000650026001040042,0.25,10,4,0.6,0.00078069612253062,0.00381088256835938,3846
"531","cluster.B.1.473.msa.fasta",0.000130106687483737,0.000130106687483737,0,4,4,0,0.000234326682148879,0.00250005722045898,3846
"532","cluster.B.1.474.msa.fasta",0.000173385348938015,0.000173385348938015,0,3,3,0,0.000234196678663297,0.00251865386962891,3846
"533","cluster.B.1.478.msa.fasta",0.000693361067776045,0.00104004160166407,0.5,6,2,0.666666666666667,0.00104103874183892,0.00296235084533691,3846
"534","cluster.B.1.480.msa.fasta",0.00120421950930426,0.00234009360374415,0.943245052636751,11,2,0.818181818181818,0.00235114957161677,0.00272655487060547,3846
"535","cluster.B.1.499.msa.fasta",0.00109575811603893,0.0015600624024961,0.423728813559322,8,2,0.75,0.00156222344071984,0.00255346298217773,3846
"536","cluster.B.1.503.msa.fasta",0.000477315040421836,0.00104004160166407,1.1789416079261,21,3,0.857142857142857,0.00105083155516458,0.00441980361938477,3846
"537","cluster.B.1.509.msa.fasta",0.000714432803392295,0.000916470280178057,0.282794233168523,36,4,0.888888888888889,0.00185575500804489,0.0078127384185791,3846
"538","cluster.B.1.516.msa.fasta",0.000624187256176853,0.000866701334720056,0.388527763332756,6,3,0.5,0.00104245748235434,0.00252628326416016,3846
"539","cluster.B.1.517.msa.fasta",0.000507849032757748,0.00126290765916351,1.48677771877521,184,8,0.956521739130435,0.00133156947351537,0.173328876495361,3846
"540","cluster.B.1.518.msa.fasta",0.000942491575111647,0.00234009360374415,1.48288012915865,20,2,0.9,0.00208668221687983,0.00373530387878418,3846
"541","cluster.B.1.521.msa.fasta",0.000870851749194696,0.00114404576183047,0.313708978466666,8,5,0.375,0.00118107160233901,0.00258040428161621,3846
"542","cluster.B.1.523.msa.fasta",0.000640739915310898,0.00104004160166407,0.623188405797102,8,2,0.75,0.00104218560695047,0.00223374366760254,3846
"543","cluster.B.1.525.msa.fasta",0.000689552138262539,0.0017033396626829,1.47021155930978,154,8,0.948051948051948,0.00170749013410665,0.101051807403564,3855
"544","cluster.B.1.526.msa.fasta",0.000659653747419613,0.0031201248049922,3.72994327281136,2471,3,0.998785916632942,0.00263232728644783,33.6724300384521,3849
"545","cluster.B.1.530.msa.fasta",0.000650533437418683,0.000780437044745057,0.199687825182102,4,2,0.5,0.000781829246471284,0.00207281112670898,3846
"546","cluster.B.1.533.msa.fasta",0.000433463372345037,0.00078003120124805,0.799531981279251,4,2,0.5,0.000702923498316666,0.0020756721496582,3846
"547","cluster.B.1.539.msa.fasta",0.00062467464862051,0.00104085349986989,0.666232977708388,5,2,0.6,0.000938375710053486,0.00190472602844238,3846
"548","cluster.B.1.541.msa.fasta",0.000643269321729259,0.00138672213555209,1.15574113160605,11,3,0.727272727272727,0.00117233328536159,0.00254249572753906,3846
"549","cluster.B.1.543.msa.fasta",0.000841926024028001,0.00234009360374415,1.77945275114375,11,2,0.818181818181818,0.00211192033784769,0.0023350715637207,3846
"550","cluster.B.1.544.msa.fasta",0.000361141206211629,0.000520020800832033,0.4399375975039,13,9,0.307692307692308,0.000469992117078103,0.00383567810058594,3846
"551","cluster.B.1.549.msa.fasta",0.000346770697876029,0.000520020800832033,0.499609984399376,3,2,0.333333333333333,0.000468385490221773,0.00179815292358398,3846
"552","cluster.B.1.550.msa.fasta",0.000445732114998886,0.000520020800832033,0.166666666666667,7,6,0.142857142857143,0.000468523845902242,0.00302553176879883,3846
"553","cluster.B.1.551.msa.fasta",0.000838720660347197,0.00156372165754496,0.864412946376733,87,3,0.96551724137931,0.00188033093252786,0.0277423858642578,3846
"554","cluster.B.1.552.msa.fasta",0.000208279093985941,0.000520020800832033,1.4967498699948,5,2,0.6,0.000469135319868832,0.00214076042175293,3846
"555","cluster.B.1.555.msa.fasta",0.000390625,0.00078003120124805,0.996879875195008,4,2,0.5,0.000703556287982614,0.00206828117370605,3846
"556","cluster.B.1.556.msa.fasta",0.000650533437418683,0.00078064012490242,0.2,4,2,0.5,0.000781828133376074,0.00237274169921875,3846
"557","cluster.B.1.558.msa.fasta",0.000932833257772466,0.0015600624024961,0.672391490652262,20,3,0.85,0.00164744433961554,0.00439977645874023,3846
"558","cluster.B.1.560.msa.fasta",0.00138987377676925,0.00208008320332813,0.496598639455783,11,3,0.727272727272727,0.00187526076130956,0.00248193740844727,3846
"559","cluster.B.1.561.msa.fasta",0.000712002872238116,0.00260281103591879,2.65561873049345,198,2,0.98989898989899,0.00257036111233762,0.192521810531616,3846
"560","cluster.B.1.564.msa.fasta",0.00130318383150259,0.00416341399947957,2.19480176076086,47,2,0.957446808510638,0.00382940901501273,0.0090329647064209,3846
"561","cluster.B.1.565.msa.fasta",0.000593567775190559,0.00338541666666667,4.70350481978206,81,2,0.975308641975309,0.00307090395382355,0.0212411880493164,3846
"562","cluster.B.1.567.msa.fasta",0.00068072125744059,0.0015600624024961,1.29177858843677,18,3,0.833333333333333,0.00141288003845197,0.00325894355773926,3846
"563","cluster.B.1.568.msa.fasta",0.00069435928877989,0.00127954237543279,0.842766988371633,50,8,0.84,0.00145335350366668,0.0119955539703369,3846
"564","cluster.B.1.570.msa.fasta",0.000603108327534215,0.00104004160166407,0.724468978759151,10,2,0.8,0.00104467699962599,0.00374770164489746,3846
"565","cluster.B.1.574.msa.fasta",0.000572320499479709,0.000650364203954214,0.136363636363636,6,4,0.333333333333333,0.000781625736174751,0.00258898735046387,3846
"566","cluster.B.1.575.msa.fasta",0.0007134803310962,0.00260010400416017,2.64425463581502,222,2,0.990990990990991,0.00239203895935239,0.259962320327759,3846
"567","cluster.B.1.576.msa.fasta",0.000755367887314161,0.00208008320332813,1.75373528351096,14,2,0.857142857142857,0.00189979777365995,0.0026700496673584,3846
"568","cluster.B.1.577.msa.fasta",0.00073833109438064,0.00234009360374415,2.16943661394509,120,2,0.983333333333333,0.00187258495828333,0.0544693470001221,3846
"569","cluster.B.1.578.msa.fasta",0.000346680533888022,0.000520020800832033,0.5,3,2,0.333333333333333,0.000468523950791734,0.00197315216064453,3846
"570","cluster.B.1.580.msa.fasta",0.000779931319480822,0.00130005200208008,0.666880108040143,10,2,0.8,0.00131152333086749,0.00267934799194336,3846
"571","cluster.B.1.582.msa.fasta",0.000909761311804302,0.00208008320332813,1.28640543001633,95,2,0.978947368421053,0.00222509076011287,0.0319437980651855,3846
"572","cluster.B.1.587.msa.fasta",0.000469483568075117,0.000521512385919166,0.110821382007823,10,9,0.1,0.000469992073643184,0.00381302833557129,3849
"573","cluster.B.1.588.msa.fasta",0.000821281504740513,0.00208008320332813,1.53272865798353,69,2,0.971014492753623,0.00190079461653845,0.0181679725646973,3849
"574","cluster.B.1.591.msa.fasta",0.000510698664144698,0.00104004160166407,1.03650738622137,11,2,0.818181818181818,0.000937642424218609,0.0032660961151123,3846
"575","cluster.B.1.594.msa.fasta",0.000520020800832033,0.00078003120124805,0.5,3,2,0.333333333333333,0.000702457703500202,0.00184082984924316,3846
"576","cluster.B.1.595.1.msa.fasta",0.000553552223698361,0.000866701334720056,0.565708342619419,12,4,0.666666666666667,0.000941495490653583,0.00290679931640625,3846
"577","cluster.B.1.595.3.msa.fasta",0.00093603744149766,0.00182007280291212,0.944444444444444,5,2,0.6,0.00164177049615249,0.00209689140319824,3846
"578","cluster.B.1.595.4.msa.fasta",0.000312950458994007,0.00104004160166407,2.32334263067492,8,2,0.75,0.000956825634738244,0.00261735916137695,3846
"579","cluster.B.1.595.msa.fasta",0.000785729072497569,0.00260010400416017,2.30916100112639,134,2,0.985074626865672,0.0024535443616804,0.0777797698974609,3849
"580","cluster.B.1.596.1.msa.fasta",0.000520291363163372,0.000520291363163372,0,3,3,0,0.000468768737173733,0.0021369457244873,3846
"581","cluster.B.1.596.msa.fasta",0.000774375742983356,0.00234009360374415,2.02190974465279,163,2,0.987730061349693,0.00215811775491163,0.116751432418823,3846
"582","cluster.B.1.597.msa.fasta",0.0011376691084568,0.00260010400416017,1.2854659450911,27,2,0.925925925925926,0.00248399278394507,0.00471377372741699,3846
"583","cluster.B.1.599.msa.fasta",0.000710739482623465,0.00147607883997569,1.07682122080403,25,4,0.84,0.00164916790727432,0.00447607040405273,3846
